descriptor,Te,r^2 (Te),Vp,RMSE (Vp),n0,Vf,i_sat
7.3071718538565635,4.336239858701829,0.9503293243476213,9.16625,0.05378642181825732,8298829166.244466,-0.9362499999999999,-2.579365079365075e-05
7.7943166441136675,4.406978229856175,0.9500781797209271,9.16625,0.05940784476037516,8516907934.155242,-0.9362499999999999,-2.6686507936507906e-05
8.281461434370772,3.8217442339371135,0.9999784037733709,8.17,0.04047855029288375,8159819601.588652,-0.9362499999999999,-2.3809523809523753e-05
8.768606224627876,3.899219838354603,0.9868457247211216,8.17,0.04098067996745831,8953501302.411283,-0.9362499999999999,-2.6388888888888807e-05
9.25575101488498,3.8057890123882188,0.975211627026168,8.17,0.03024989509097665,9028667202.345613,-0.9562499999999999,-2.628968253968246e-05
9.742895805142084,4.211821393739186,0.953485759778485,9.16625,0.030455838864788514,7934713248.312245,-0.9562499999999999,-2.4305555555555476e-05
10.230040595399188,4.117392371851637,0.9538191169419563,8.15,0.04629851205531254,7632115224.762554,-0.9562499999999999,-2.3115079365079312e-05
10.717185385656293,4.07376332474613,0.9349300208020817,8.15,0.050915004876171434,8035114217.5107,-0.9562499999999999,-2.4206349206349152e-05
11.204330175913396,3.9986068388144953,0.9356398897496124,9.16625,0.07342086505715664,7777887020.403622,-0.9562499999999999,-2.3214285714285644e-05
11.691474966170501,3.9157912434673676,0.9364480591955079,9.16625,0.0736798878789597,7490231193.127318,-0.9562499999999999,-2.2123015873015807e-05
12.178619756427606,4.57686166095688,0.9757874113373264,9.16625,0.06565468896858617,7953461765.596855,-0.9562499999999999,-2.5396825396825312e-05
12.66576454668471,4.5808483621102685,0.9551899435126703,10.1625,0.07330430909870513,7546289131.861541,-0.9562499999999999,-2.410714285714281e-05
13.152909336941814,4.518651240297825,0.9539204912319137,9.16625,0.05894245096537979,7848188676.891406,-0.97625,-2.4900793650793656e-05
13.640054127198919,4.774119846693071,0.991502343146796,10.1625,0.0587423283521141,7969934606.043827,-0.97625,-2.5992063492063526e-05
14.127198917456022,4.64074899046131,0.8925267489566111,10.1625,0.05178825399424711,7127185554.094495,-0.97625,-2.291666666666666e-05
14.614343707713127,4.990794284806064,0.892297717296418,11.178749999999999,0.04536706869703131,8092527701.395769,-0.97625,-2.6984126984126984e-05
15.10148849797023,4.03379388721781,0.9819381288407532,9.14625,0.030070626409775564,7710795664.027299,-0.97625,-2.3115079365079323e-05
15.588633288227335,3.978390887622914,0.946885396427275,8.15,0.0591553620134488,8064208825.359482,-0.9562499999999999,-2.4007936507936476e-05
16.07577807848444,4.263953755835608,0.9820178092881268,8.15,0.05237089692035851,8465441847.563715,-0.9562499999999999,-2.609126984126984e-05
16.562922868741545,4.015737752620441,0.9835314274269573,9.14625,0.04181583568226172,7628607832.356351,-0.9562499999999999,-2.281746031746029e-05
17.050067658998646,3.8292604104198094,0.985648469045886,8.15,0.041988236143841874,7404558488.38299,-0.9562499999999999,-2.162698412698409e-05
17.53721244925575,4.216840653234089,0.9516945122635762,9.14625,0.04960260435737825,6667664675.18603,-0.97625,-2.043650793650789e-05
18.024357239512856,3.8072140527391407,0.9857171470196135,8.15,0.051763597825963605,7323774059.360066,-0.97625,-2.132936507936505e-05
